tax_id,barcode,count_melanie,species,genus,family,order,class,phylum,superkingdom,Sample_ID,Latitude,Longitude,Morphology_species,Sex,Age,Weight_g,Location_type,Date,conc_16s__PCR
10000,barcode33,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R29,-22.683382,18.16094,Micaelamys_namaquesnsis,NA,adult,NA,House,24.03.2023,33
10000,barcode10,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R06,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,84.16,Indoors,22.03.2023,28
10000,barcode37,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R33,-22.683742,18.160822,Micaelamys_namaquesnsis,NA,adult,NA,Bush,24.03.2023,27.4
10000,barcode60,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R56,-22.575708,18.19194,Vole,NA,adult,49,Bush,26.03.2023,5.72
10000,barcode31,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R27,-22.683319,18.160801,Micaelamys_namaquesnsis,NA,adult,NA,House_outdoors,24.03.2023,23.8
10000,barcode14,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R10,-22.615088,18.192674,Mastomy_coucha,male,adult,40,House_outdoors,23.03.2023,18.4
10000,barcode25,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R21,-22.613411,18.193519,Mastomy_coucha,male,adult,38,Farm,23.03.2023,19
10000,barcode35,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R31,-22.683563,18.16095,Micaelamys_namaquesnsis,NA,adult,NA,House,24.03.2023,20
10000,barcode03,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R02,-22.578899,18.189302,Mastomy_coucha,male,adult,43.5,Outdoor_kitchen,22.03.2023,9.444
10000,barcode41,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R37,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,62,Bush,24.03.2023,18
10000,barcode19,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R15,-22.613508,18.192469,Micaelamys_namaquesnsis,male,adult,54,House_outdoors,23.03.2023,8
10000,barcode56,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R52,-22.579473,18.191019,Micaelamys_namaquesnsis,female,adult,28,Bush,26.03.2023,30
10000,barcode27,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R23,-22.613411,18.193519,Mastomy_coucha,male,adult,30,Farm,23.03.2023,17
10000,barcode58,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R54,-22.577597,18.191299,Vole,male,adult,79,Bush,26.03.2023,24
10000,barcode43,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R39,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,59,Chickens,24.03.2023,5
10000,barcode15,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R11,-22.615088,18.192674,Thallomys_paedulcus,male,adult,89,House_outdoors,23.03.2023,15
10000,barcode38,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R34,-22.683846,18.160353,Micaelamys_namaquesnsis,male,juvenile,19,Bush,24.03.2023,12
10000,barcode17,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R13,-22.615088,18.192674,Mastomy_coucha,male,adult,40,House_outdoors,23.03.2023,30
10000,barcode40,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R36,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,52,Bush,24.03.2023,11
10000,barcode29,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R25,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,64,Farm,23.03.2023,21
10000,barcode23,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R20,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,45,Farm,23.03.2023,26
10000,barcode18,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R14,-22.613508,18.192469,Micaelamys_namaquesnsis,male,juvenile,NA,House_outdoors,23.03.2023,11
10000,barcode07,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R05,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,43.5,Indoors,22.03.2023,6.38
10000,barcode54,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R50,-22.579395,18.192067,Micaelamys_namaquesnsis,female,adult,36,Bush,26.03.2023,12
10000,barcode20,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R16,-22.613508,18.192469,Mastomy_coucha,male,adult,44,House_outdoors,23.03.2023,18
10000,barcode13,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R09,-22.61483,18.192715,Thallomys_paedulcus,male,adult,116,House_outdoors,23.03.2023,5.72
10000,barcode57,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R53,-22.579016,18.190399,Micaelamys_namaquesnsis,male,adult,39,Bush,26.03.2023,27
10000,barcode01,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R01,-22.578899,18.189302,Mastomy_coucha,male,adult,38.7,Outdoor_kitchen,22.03.2023,5.92
10000,barcode02,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R01,-22.578899,18.189302,Mastomy_coucha,male,adult,38.7,Outdoor_kitchen,22.03.2023,11.6
10000,barcode55,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R51,-22.579473,18.191019,Micaelamys_namaquesnsis,female,adult,40,Bush,26.03.2023,18
10000,barcode22,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R18,-22.615737,18.192335,Mastomy_coucha,male,adult,34,House_outdoors,23.03.2023,11.7
10000,barcode12,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R07,-22.580747,18.187053,Mastomy_coucha,male,adult,45.5,Indoors,22.03.2023,20
10000,barcode28,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R24,-22.613411,18.193519,Mastomy_coucha,male,adult,33,Farm,23.03.2023,17
10000,barcode09,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R06,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,84.16,Indoors,22.03.2023,30
10000,barcode26,NA,NA,Libanicoccus,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,R22,-22.613411,18.193519,Mastomy_coucha,male,adult,35,Farm,23.03.2023,6
10101,barcode51,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R47,-22.583613,18.186369,Elephantulus_intufi,unidentified,adult,63,Bush,25.03.2023,27
10101,barcode42,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R38,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,46,Chickens,24.03.2023,14
10101,barcode49,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R45,-22.586753,18.184711,Micaelamys_namaquesnsis,male,adult,55,Bush,25.03.2023,16
10101,barcode08,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R05,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,43.5,Indoors,22.03.2023,2.1
10101,barcode06,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R04,-22.580747,18.187053,Mastomy_coucha,male,juvenile,7,Indoors,22.03.2023,18.3
10101,barcode45,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R41,-22.683512,18.161339,Micaelamys_namaquesnsis,female,adult,56,Chickens,24.03.2023,27
10101,barcode39,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R35,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,61,Bush,24.03.2023,3.2
10101,barcode50,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R46,-22.583613,18.186369,Mastomy_coucha,female,adult,45,Bush,25.03.2023,25
10101,barcode32,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R28,-22.683319,18.160801,Micaelamys_namaquesnsis,NA,adult,NA,House_outdoors,24.03.2023,20.8
10101,barcode46,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R42,-22.683512,18.161339,Thallomys_paedulcus,male,adult,71,Chickens,24.03.2023,28
10101,barcode16,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R12,-22.615088,18.192674,Micaelamys_namaquesnsis,male,adult,60,House_outdoors,23.03.2023,17.7
10101,barcode11,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R07,-22.580747,18.187053,Mastomy_coucha,male,adult,45.5,Indoors,22.03.2023,28
10101,barcode24,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R19,-22.615737,18.192335,Micaelamys_namaquesnsis,male,adult,56,House_outdoors,23.03.2023,16
10101,barcode59,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R55,-22.577246,18.191356,Micaelamys_namaquesnsis,female,adult,51,Bush,26.03.2023,29
10101,barcode53,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R49,-22.579136,18.194229,Micaelamys_namaquesnsis,male,adult,57,Bush,26.03.2023,31
10101,barcode52,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R48,-22.582935,18.186706,Micaelamys_namaquesnsis,male,adult,62,Bush,25.03.2023,16
10101,barcode48,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R44,-22.683512,18.161339,House_mouse,male,NA,12,Chickens,24.03.2023,38
10101,barcode04,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R03,-22.578856,18.190222,Mastomy_coucha,male,adult,32.5,Bush,22.03.2023,22.8
10101,barcode30,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R26,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,44,Farm,23.03.2023,24
10101,barcode44,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R40,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,56,Chickens,24.03.2023,18
10101,barcode36,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R32,-22.683742,18.160822,Micaelamys_namaquesnsis,NA,adult,NA,Bush,24.03.2023,16.3
10101,barcode47,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R43,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,46,Chickens,24.03.2023,0.001
10101,barcode05,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R03,-22.578856,18.190222,Mastomy_coucha,male,adult,32.5,Bush,22.03.2023,0.18
10101,barcode34,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R30,-22.683563,18.16095,Micaelamys_namaquesnsis,NA,adult,NA,House,24.03.2023,32
10101,barcode33,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R29,-22.683382,18.16094,Micaelamys_namaquesnsis,NA,adult,NA,House,24.03.2023,33
10101,barcode10,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R06,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,84.16,Indoors,22.03.2023,28
10101,barcode37,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R33,-22.683742,18.160822,Micaelamys_namaquesnsis,NA,adult,NA,Bush,24.03.2023,27.4
10101,barcode60,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R56,-22.575708,18.19194,Vole,NA,adult,49,Bush,26.03.2023,5.72
10101,barcode31,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R27,-22.683319,18.160801,Micaelamys_namaquesnsis,NA,adult,NA,House_outdoors,24.03.2023,23.8
10101,barcode14,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R10,-22.615088,18.192674,Mastomy_coucha,male,adult,40,House_outdoors,23.03.2023,18.4
10101,barcode25,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R21,-22.613411,18.193519,Mastomy_coucha,male,adult,38,Farm,23.03.2023,19
10101,barcode35,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R31,-22.683563,18.16095,Micaelamys_namaquesnsis,NA,adult,NA,House,24.03.2023,20
10101,barcode03,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R02,-22.578899,18.189302,Mastomy_coucha,male,adult,43.5,Outdoor_kitchen,22.03.2023,9.444
10101,barcode41,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R37,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,62,Bush,24.03.2023,18
10101,barcode19,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R15,-22.613508,18.192469,Micaelamys_namaquesnsis,male,adult,54,House_outdoors,23.03.2023,8
10101,barcode56,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R52,-22.579473,18.191019,Micaelamys_namaquesnsis,female,adult,28,Bush,26.03.2023,30
10101,barcode27,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R23,-22.613411,18.193519,Mastomy_coucha,male,adult,30,Farm,23.03.2023,17
10101,barcode58,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R54,-22.577597,18.191299,Vole,male,adult,79,Bush,26.03.2023,24
10101,barcode43,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R39,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,59,Chickens,24.03.2023,5
10101,barcode15,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R11,-22.615088,18.192674,Thallomys_paedulcus,male,adult,89,House_outdoors,23.03.2023,15
10101,barcode38,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R34,-22.683846,18.160353,Micaelamys_namaquesnsis,male,juvenile,19,Bush,24.03.2023,12
10101,barcode17,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R13,-22.615088,18.192674,Mastomy_coucha,male,adult,40,House_outdoors,23.03.2023,30
10101,barcode40,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R36,-22.683966,18.160235,Micaelamys_namaquesnsis,male,adult,52,Bush,24.03.2023,11
10101,barcode29,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R25,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,64,Farm,23.03.2023,21
10101,barcode23,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R20,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,45,Farm,23.03.2023,26
10101,barcode18,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R14,-22.613508,18.192469,Micaelamys_namaquesnsis,male,juvenile,NA,House_outdoors,23.03.2023,11
10101,barcode07,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R05,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,43.5,Indoors,22.03.2023,6.38
10101,barcode54,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R50,-22.579395,18.192067,Micaelamys_namaquesnsis,female,adult,36,Bush,26.03.2023,12
10101,barcode20,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R16,-22.613508,18.192469,Mastomy_coucha,male,adult,44,House_outdoors,23.03.2023,18
10101,barcode13,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R09,-22.61483,18.192715,Thallomys_paedulcus,male,adult,116,House_outdoors,23.03.2023,5.72
10101,barcode57,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R53,-22.579016,18.190399,Micaelamys_namaquesnsis,male,adult,39,Bush,26.03.2023,27
10101,barcode01,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R01,-22.578899,18.189302,Mastomy_coucha,male,adult,38.7,Outdoor_kitchen,22.03.2023,5.92
10101,barcode02,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R01,-22.578899,18.189302,Mastomy_coucha,male,adult,38.7,Outdoor_kitchen,22.03.2023,11.6
10101,barcode55,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R51,-22.579473,18.191019,Micaelamys_namaquesnsis,female,adult,40,Bush,26.03.2023,18
10101,barcode22,17.000460629885804,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R18,-22.615737,18.192335,Mastomy_coucha,male,adult,34,House_outdoors,23.03.2023,11.7
10101,barcode12,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R07,-22.580747,18.187053,Mastomy_coucha,male,adult,45.5,Indoors,22.03.2023,20
10101,barcode28,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R24,-22.613411,18.193519,Mastomy_coucha,male,adult,33,Farm,23.03.2023,17
10101,barcode09,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R06,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,84.16,Indoors,22.03.2023,30
10101,barcode26,NA,atypica;,Actinomycetospora,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteriota,Bacteria,R22,-22.613411,18.193519,Mastomy_coucha,male,adult,35,Farm,23.03.2023,6
